Q2: Question,Q2: Réponse,Q3: Question,Q3: Réponse,Q3: Commentaire,Q4: Question,Q4: Réponse,Q4: Commentaire,Q5: Question,Q5: Réponse,Q5: Commentaire,Q6: Question,Q6: Réponse,Q6: Commentaire,Q7: Question,Q7: Réponse,Q7: Commentaire,Q8: Question,Q8: Réponse,Q8: Commentaire,Q9: Question,Q9: Réponse,Q9: Commentaire,Q10: Question,Q10: Réponse,Q10: Commentaire,Q11: Question,Q11: Réponse,Q12: Question,Q12: Réponse,Q13: Question,Q13: Réponse
Dans quel service développez-vous ?,Non renseigné,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",Non renseigné,Non renseigné,Formation & support,Non renseigné,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,Non renseigné,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Non renseigné
Dans quel service développez-vous ?,SNDIL,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",5,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",3,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",4,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",3,Non renseigné,Formation & support,3,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,3,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Que votre expérience développeur s'est améliorée
Dans quel service développez-vous ?,SNDIO,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",4,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",4,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",4,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",3,Non renseigné,Formation & support,4,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,3,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Non renseigné
Dans quel service développez-vous ?,SNDIL,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",3,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",3,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",4,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",3,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",4,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",2,Non renseigné,Formation & support,2,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,3,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Que votre expérience développeur est la même
Dans quel service développez-vous ?,SNDIP,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",4,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",4,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",4,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",4,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",4,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",5,Non renseigné,Formation & support,4,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,5,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Fin du turnover permanent (info + métier),Si vous deviez lister 3 points forts,Facilité d'aller voir les collègues,Depuis un an vous diriez :,Que votre expérience développeur s'est améliorée
Dans quel service développez-vous ?,Non renseigné,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",Non renseigné,Non renseigné,Formation & support,Non renseigné,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,Non renseigné,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Non renseigné
Dans quel service développez-vous ?,SNDIN,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",5,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",3,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",4,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",4,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",4,Non renseigné,Formation & support,5,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,4,Non renseigné,Si vous aviez trois choses à améliorer ce serait,"'- Rendre l'offre de la production et ses évolutions plus lisible et plus harmonisée.
- Gagner en efficacité en mutualisant encore davantage ce qui peut l'être entre les équipes de développement.
- Donner aux équipes des objectifs transverses motivants et assurer leur suivi via les métriques adaptées.",Si vous deviez lister 3 points forts,"'- Un outillage plutôt bon.
- L'entraide qui fonctionne bien.
- Une offre de formation interne assez riche.",Depuis un an vous diriez :,Que votre expérience développeur est la même
Dans quel service développez-vous ?,SNDIN,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",5,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",Non renseigné,Non renseigné,Formation & support,Non renseigné,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,Non renseigné,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Non renseigné
Dans quel service développez-vous ?,SNDIN,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",2,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",1,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",4,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",2,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",3,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",1,Non renseigné,Formation & support,1,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,2,Non renseigné,Si vous aviez trois choses à améliorer ce serait,"Formation adaptée à nos usages par des formateurs de qualité lorsque l'on prend des extérieurs
Animation régulière du développement sur des sujets du quotidien
Un séminaire de développement où l'on a des sujets de développement, du code, live coding, atelier développement comme c'était le cas il y a quelques années
",Si vous deviez lister 3 points forts,"Le Gitlab Insee, le cluster kubernetes interne (KubeDev) permettant de bien expérimenter et la stabilité dans le choix des technologies de développement",Depuis un an vous diriez :,Que votre expérience développeur est la même
Dans quel service développez-vous ?,SNDIN,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",3,"Beaucoup de gênes avec l'utilisation des proxy et des certificats internes. Voire des incohérences. Gitlab est par exemple signé avec un certificat Certigna, cependant, les registry gitlab sont signés avec un certificat interne. Il est nécessaire d'inclure l'AC dans Podman pour pouvoir pull une image Docker de Gitlab. S'ajoute à cela la gestion du proxy, ajoutant une complexité importante pour déboguer.","Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",4,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",4,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",3,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",5,Non renseigné,Formation & support,4,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,4,Non renseigné,Si vous aviez trois choses à améliorer ce serait,"'- gestion des proxy
- risque d'attaque par supply chain (nouveauté de l'OWASP TOP 10 2025) : nexus est-ce une solution viable ?
- investissement dans une offre PdT GNU/Linux avec une bonne expérience utilisateur (messagerie, impression, VPN, outils proposés à l'Insee – comme Zed! – …)",Si vous deviez lister 3 points forts,"'- offre d'outils de développement
- possibilité d'utiliser des IA par chat (pour du non confidentiel, ou après anonymisation)
- possibilité d'avoir de l'aide sur des sujets précis via des presta",Depuis un an vous diriez :,Que votre expérience développeur est la même
Dans quel service développez-vous ?,SNDIN,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",5,Manque poste Linux mais c'est pour bientôt ;-p,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",4,"Offre riche, mais pas toujours simple à utiliser. La doc n'est pas toujours facile à trouver, mais le portail DPII a bien amélioré les choses.
L'aide via tchap est plutôt efficace globalement même si on se perd dans la multitude des salons...","Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",5,Très grande qualité du service et de la documentation.,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",4,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",4,"Ça avance, et ça devient plus clair et pratique.","Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",3,"Devops ac très bien. 
Séminaire du dév aussi.",Formation & support,5,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,4,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Que votre expérience développeur est la même
Dans quel service développez-vous ?,Non renseigné,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",Non renseigné,Non renseigné,Formation & support,Non renseigné,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,Non renseigné,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Non renseigné
Dans quel service développez-vous ?,SNDIN,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",Non renseigné,Non renseigné,Formation & support,Non renseigné,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,Non renseigné,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Non renseigné
Dans quel service développez-vous ?,SNDIP,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",4,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",4,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",5,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",4,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",3,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",4,Non renseigné,Formation & support,4,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,5,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Que votre expérience développeur s'est améliorée
Dans quel service développez-vous ?,SNDIL,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",4,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",3,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",5,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",4,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",4,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",4,Non renseigné,Formation & support,4,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,4,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,"la communauté de développeurs, l'entraide, les formations",Depuis un an vous diriez :,Que votre expérience développeur s'est améliorée
Dans quel service développez-vous ?,SNDIP,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",4,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",4,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",5,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",4,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",4,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",5,Non renseigné,Formation & support,5,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,5,"expérience très confortable dans l'ensemble , mais le serai plus avec un poste linux.",Si vous aviez trois choses à améliorer ce serait,"windows => linux 
tuleap => autres outis de ticket
",Si vous deviez lister 3 points forts,"les formations 
la CI/CD 
",Depuis un an vous diriez :,Que votre expérience développeur est la même
Dans quel service développez-vous ?,SNDIP,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",4,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",4,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",4,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",4,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",4,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",4,Non renseigné,Formation & support,4,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,4,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Que votre expérience développeur est la même
Dans quel service développez-vous ?,SNDIN,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",Non renseigné,Non renseigné,Formation & support,Non renseigné,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,Non renseigné,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Non renseigné
Dans quel service développez-vous ?,SNDIN,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",3,"Le etc. montre que la liste est très longue, et le chemin d’apprentissage avec elle.","Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",4,De mieux en mieux me semble-t-il.,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",4,De mieux en mieux également,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",3,"Les propositions d’animation d’une part, les participations d’autre part dépendent de la flexibilité des agendas. Chapeau bas à Fabrice BIBONNE et Philippe CLÉMENT pour le temps qu’ils y consacrent malgré leurs autres activités. Il manque des renforts, même ponctuels sur tous ces sujets.",Formation & support,Non renseigné,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,3,"L’organisation devops a raccourci les délais de mise à disposition de plateformes, mais elle a énormément complexifié le panorama, et rendu plus difficile la compréhension de tout cet éco-système, et le chemin vers l’autonomie. Est-il raisonnable de vouloir faire de chaque développeur un couteau suisse ? Est-ce qu’il ne faudrait pas afficher des spécialisations ? Cela aurait un impact sur les mobilités, pour ne pas fragiliser des équipes, et pourrait donc être un frein à certaines demandes de départ ou d’arrivée, mais a contrario, la somme des compétences d’une unité actuellement est-elle à un vrai optimum ?",Si vous aviez trois choses à améliorer ce serait,"Mieux penser les insertions dans les équipes, et construire des parcours de formation compatibles avec les besoins des équipes, les aspirations et compétences des agents, ceci dans une perspective de moyen terme. Quand un agent prend un poste dans un SNDI, il faudrait faire un bilan complémentaire de l’entretien pro annuel après un an d’exercice, et se projeter sur les années qui viennent. L’idée est d’anticiper le positionnement de l’agent à 3 ans de là, et de construire son parcours, à la fois dans l’insertion dans les travaux et dans le choix et la temporalité des formations à mettre en place. Il ne me semble pas que l’on ait des descriptions de postes avec des compétences détaillées et le parcours de formation associé pour les atteindre au bout de n mois / x années d’exercice.

Inciter les développeurs à consacrer du temps au collectif. Favoriser et reconnaître les travaux qui permettent de partager du savoir, de mettre en place de la documentation ou de l’outillage. Dégager du temps, officiellement, pour des travaux du type enseignant-chercheur, ou pour des travaux de R&D comme cela est le cas chez Google. Même si cela doit passer par une contractualisation du type « on vous accorde de passer 10 % de votre temps de travail sur tel sujet en échange de mise à disposition de tels livrables ».",Si vous deviez lister 3 points forts,"Le dynamisme de certains développeurs, dans chaque SNDI, leur effet moteur, leur envie.

L’ouverture globale des agents au changement, changements qui ne les ont pas épargnés ces dernières années.",Depuis un an vous diriez :,Que votre expérience développeur s'est améliorée
Dans quel service développez-vous ?,SNDIP,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",3,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",3,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",4,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",3,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",3,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",4,Non renseigné,Formation & support,4,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,3,Non renseigné,Si vous aviez trois choses à améliorer ce serait,"Suivre une même architecture pour un projet 
",Si vous deviez lister 3 points forts,"la communication 
la rapidité d'execution ",Depuis un an vous diriez :,Que votre expérience développeur est la même
Dans quel service développez-vous ?,SNDIN,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",3,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",3,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",Non renseigné,Non renseigné,Formation & support,Non renseigné,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,Non renseigné,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Que votre expérience développeur est la même
Dans quel service développez-vous ?,SNDIP,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",4,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",5,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",3,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",4,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",4,"Il y a beaucoup d'outils (trop ?) à maîtriser avec des modes d'authentification différents (idep/mdp, keycloak, etc.) et des IHM très différentes donc c'est parfois difficile de s'y retrouver","Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",4,Non renseigné,Formation & support,3,Il manque encore une formation à Kube,Votre avis global sur votre expérience de développeur à l'Insee,4,Non renseigné,Si vous aviez trois choses à améliorer ce serait,"une documentation complète et unifiée permettant de savoir facilement quelle équipe du DPII contacter en cas de problème sur un outil (actuellement il faut le savoir avant)
",Si vous deviez lister 3 points forts,"la réactivité des équipes du DPII, la mise à disposition de nombreux outils pour gagner en autonomie (notamment les batchs communs au niveau rundeck)",Depuis un an vous diriez :,Que votre expérience développeur est la même
